Deployment Name ,Store/Kitchen Name ,User Name ,Date,Transaction Number ,Item Code ,Item Name ,Category Name,Super Category Name,Comment ,Quantity ,Unit ,Unit Price ,Amount,Source  
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,KIA0000003,Hario V 60 Bleached Filter Paper-Size 02- 100Pcs : VCF-02-100W,COOKING ACCESSORIES,KITCHEN ACCESSORIES,-,160,PCS,3.68,588.71,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,TKT-145361,Cream Charger,COOKING ACCESSORIES,KITCHEN ACCESSORIES,-,120,PCS,0,0,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PKG0000032,Disposable - Tissue Paper,DISPOSABLE PACKAGING - TISSUE PAPER,DISPOSABLE TAKE AWAY PACKAGING,-,4500,PCS,0.48,2159.4,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PKG0000029,Disposable - Paper Bowl (1000Ml),DISPOSABLE PACKAGING - FOOD - FOOD BOX,DISPOSABLE TAKE AWAY PACKAGING,-,56,PCS,8.85,495.6,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PKG0000027,Disposable - Sleeve For Wrap,DISPOSABLE PACKAGING - FOOD - FOOD BOX,DISPOSABLE TAKE AWAY PACKAGING,-,121,PCS,4.51,546.15,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PKG0000026,Disposable - Square Box,DISPOSABLE PACKAGING - FOOD - FOOD BOX,DISPOSABLE TAKE AWAY PACKAGING,-,190,PCS,7.5,1424.24,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000045,Sauce - Chocolate,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,-,1980,GM,0.15,305.53,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000046,Syrup - Irish,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,-,3900,GM,0.58,2265.6,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000047,Syrup- Roasted Hazelnut,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,-,3100,GM,0.58,1800.86,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000050,Syrup - Brown Butter,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,-,1500,GM,0.73,1089.23,,
